CvA term name	CvA term id	apply to CvA children terms	CvB term name	CvB term id	apply to CvB children terms	"is CvA CvB instance combination expected (NO-error, YES-ok, MAYBE-weird)"
      protease accessibility laddering 	MI:0814	FALSE	prey	MI:0498	FALSE	NO
      protease accessibility laddering 	MI:0814	FALSE	putative self	MI:0898	FALSE	NO
      protease accessibility laddering 	MI:0814	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
      protease accessibility laddering 	MI:0814	FALSE	self	MI:0503	FALSE	NO
      protease accessibility laddering 	MI:0814	FALSE	suppressed gene	MI:0582	FALSE	NO
      protease accessibility laddering 	MI:0814	FALSE	suppressor gene	MI:0581	FALSE	NO
      protease accessibility laddering 	MI:0814	FALSE	unspecified role	MI:0499	FALSE	MAYBE
   biophysical 	MI:0013	FALSE	experimental role	MI:0495	FALSE	NO
   biophysical 	MI:0013	FALSE	ancillary	MI:0684	FALSE	NO
   biophysical 	MI:0013	FALSE	bait	MI:0496	FALSE	NO
   biophysical 	MI:0013	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
   biophysical 	MI:0013	FALSE	fluorescence donor	MI:0583	FALSE	NO
   biophysical 	MI:0013	FALSE	neutral component	MI:0497	FALSE	YES
   biophysical 	MI:0013	FALSE	prey	MI:0498	FALSE	NO
   biophysical 	MI:0013	FALSE	putative self	MI:0898	FALSE	NO
   biophysical 	MI:0013	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
   biophysical 	MI:0013	FALSE	self	MI:0503	FALSE	NO
   biophysical 	MI:0013	FALSE	suppressed gene	MI:0582	FALSE	NO
   biophysical 	MI:0013	FALSE	suppressor gene	MI:0581	FALSE	NO
   biophysical 	MI:0013	FALSE	unspecified role	MI:0499	FALSE	YES
    amplified luminescent proximity homogeneous assay 	MI:0905	FALSE	experimental role	MI:0495	FALSE	NO
    amplified luminescent proximity homogeneous assay 	MI:0905	FALSE	ancillary	MI:0684	FALSE	NO
    amplified luminescent proximity homogeneous assay 	MI:0905	FALSE	bait	MI:0496	FALSE	NO
    amplified luminescent proximity homogeneous assay 	MI:0905	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
    amplified luminescent proximity homogeneous assay 	MI:0905	FALSE	fluorescence donor	MI:0583	FALSE	NO
    amplified luminescent proximity homogeneous assay 	MI:0905	FALSE	neutral component	MI:0497	FALSE	YES
    amplified luminescent proximity homogeneous assay 	MI:0905	FALSE	prey	MI:0498	FALSE	NO
    amplified luminescent proximity homogeneous assay 	MI:0905	FALSE	putative self	MI:0898	FALSE	NO
    amplified luminescent proximity homogeneous assay 	MI:0905	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
    amplified luminescent proximity homogeneous assay 	MI:0905	FALSE	self	MI:0503	FALSE	NO
    amplified luminescent proximity homogeneous assay 	MI:0905	FALSE	suppressed gene	MI:0582	FALSE	NO
    amplified luminescent proximity homogeneous assay 	MI:0905	FALSE	suppressor gene	MI:0581	FALSE	NO
    amplified luminescent proximity homogeneous assay 	MI:0905	FALSE	unspecified role	MI:0499	FALSE	MAYBE
    circular dichroism 	MI:0016	FALSE	experimental role	MI:0495	FALSE	NO
    circular dichroism 	MI:0016	FALSE	ancillary	MI:0684	FALSE	NO
    circular dichroism 	MI:0016	FALSE	bait	MI:0496	FALSE	NO
    circular dichroism 	MI:0016	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
    circular dichroism 	MI:0016	FALSE	fluorescence donor	MI:0583	FALSE	NO
    circular dichroism 	MI:0016	FALSE	neutral component	MI:0497	FALSE	YES
    circular dichroism 	MI:0016	FALSE	prey	MI:0498	FALSE	NO
    circular dichroism 	MI:0016	FALSE	putative self	MI:0898	FALSE	NO
    circular dichroism 	MI:0016	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
    circular dichroism 	MI:0016	FALSE	self	MI:0503	FALSE	NO
    circular dichroism 	MI:0016	FALSE	suppressed gene	MI:0582	FALSE	NO
    circular dichroism 	MI:0016	FALSE	suppressor gene	MI:0581	FALSE	NO
    circular dichroism 	MI:0016	FALSE	unspecified role	MI:0499	FALSE	MAYBE
    electron diffraction 	MI:0894	FALSE	experimental role	MI:0495	FALSE	NO
    electron diffraction 	MI:0894	FALSE	ancillary	MI:0684	FALSE	NO
    electron diffraction 	MI:0894	FALSE	bait	MI:0496	FALSE	NO
    electron diffraction 	MI:0894	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
    electron diffraction 	MI:0894	FALSE	fluorescence donor	MI:0583	FALSE	NO
    electron diffraction 	MI:0894	FALSE	neutral component	MI:0497	FALSE	YES
    electron diffraction 	MI:0894	FALSE	prey	MI:0498	FALSE	NO
    electron diffraction 	MI:0894	FALSE	putative self	MI:0898	FALSE	NO
    electron diffraction 	MI:0894	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
    electron diffraction 	MI:0894	FALSE	self	MI:0503	FALSE	NO
    electron diffraction 	MI:0894	FALSE	suppressed gene	MI:0582	FALSE	NO
    electron diffraction 	MI:0894	FALSE	suppressor gene	MI:0581	FALSE	NO
    electron diffraction 	MI:0894	FALSE	unspecified role	MI:0499	FALSE	MAYBE
    electron resonance 	MI:0043	FALSE	experimental role	MI:0495	FALSE	NO
    electron resonance 	MI:0043	FALSE	ancillary	MI:0684	FALSE	NO
    electron resonance 	MI:0043	FALSE	bait	MI:0496	FALSE	NO
    electron resonance 	MI:0043	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
    electron resonance 	MI:0043	FALSE	fluorescence donor	MI:0583	FALSE	NO
    electron resonance 	MI:0043	FALSE	neutral component	MI:0497	FALSE	YES
    electron resonance 	MI:0043	FALSE	prey	MI:0498	FALSE	NO
    electron resonance 	MI:0043	FALSE	putative self	MI:0898	FALSE	NO
    electron resonance 	MI:0043	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
    electron resonance 	MI:0043	FALSE	self	MI:0503	FALSE	NO
    electron resonance 	MI:0043	FALSE	suppressed gene	MI:0582	FALSE	NO
    electron resonance 	MI:0043	FALSE	suppressor gene	MI:0581	FALSE	NO
    electron resonance 	MI:0043	FALSE	unspecified role	MI:0499	FALSE	MAYBE
     electron nuclear double resonance 	MI:0041	FALSE	experimental role	MI:0495	FALSE	NO
     electron nuclear double resonance 	MI:0041	FALSE	ancillary	MI:0684	FALSE	NO
     electron nuclear double resonance 	MI:0041	FALSE	bait	MI:0496	FALSE	NO
     electron nuclear double resonance 	MI:0041	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
     electron nuclear double resonance 	MI:0041	FALSE	fluorescence donor	MI:0583	FALSE	NO
     electron nuclear double resonance 	MI:0041	FALSE	neutral component	MI:0497	FALSE	YES
     electron nuclear double resonance 	MI:0041	FALSE	prey	MI:0498	FALSE	NO
     electron nuclear double resonance 	MI:0041	FALSE	putative self	MI:0898	FALSE	NO
     electron nuclear double resonance 	MI:0041	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
     electron nuclear double resonance 	MI:0041	FALSE	self	MI:0503	FALSE	NO
     electron nuclear double resonance 	MI:0041	FALSE	suppressed gene	MI:0582	FALSE	NO
     electron nuclear double resonance 	MI:0041	FALSE	suppressor gene	MI:0581	FALSE	NO
     electron nuclear double resonance 	MI:0041	FALSE	unspecified role	MI:0499	FALSE	MAYBE
     electron paramagnetic resonance 	MI:0042	FALSE	experimental role	MI:0495	FALSE	NO
     electron paramagnetic resonance 	MI:0042	FALSE	ancillary	MI:0684	FALSE	NO
     electron paramagnetic resonance 	MI:0042	FALSE	bait	MI:0496	FALSE	NO
     electron paramagnetic resonance 	MI:0042	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
     electron paramagnetic resonance 	MI:0042	FALSE	fluorescence donor	MI:0583	FALSE	NO
     electron paramagnetic resonance 	MI:0042	FALSE	neutral component	MI:0497	FALSE	YES
     electron paramagnetic resonance 	MI:0042	FALSE	prey	MI:0498	FALSE	NO
     electron paramagnetic resonance 	MI:0042	FALSE	putative self	MI:0898	FALSE	NO
     electron paramagnetic resonance 	MI:0042	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
     electron paramagnetic resonance 	MI:0042	FALSE	self	MI:0503	FALSE	NO
     electron paramagnetic resonance 	MI:0042	FALSE	suppressed gene	MI:0582	FALSE	NO
     electron paramagnetic resonance 	MI:0042	FALSE	suppressor gene	MI:0581	FALSE	NO
     electron paramagnetic resonance 	MI:0042	FALSE	unspecified role	MI:0499	FALSE	MAYBE
    fluorescence technology 	MI:0051	FALSE	experimental role	MI:0495	FALSE	NO
    fluorescence technology 	MI:0051	FALSE	ancillary	MI:0684	FALSE	NO
    fluorescence technology 	MI:0051	FALSE	bait	MI:0496	FALSE	NO
    fluorescence technology 	MI:0051	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
    fluorescence technology 	MI:0051	FALSE	fluorescence donor	MI:0583	FALSE	NO
    fluorescence technology 	MI:0051	FALSE	neutral component	MI:0497	FALSE	YES
    fluorescence technology 	MI:0051	FALSE	prey	MI:0498	FALSE	NO
    fluorescence technology 	MI:0051	FALSE	putative self	MI:0898	FALSE	NO
    fluorescence technology 	MI:0051	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
    fluorescence technology 	MI:0051	FALSE	self	MI:0503	FALSE	NO
    fluorescence technology 	MI:0051	FALSE	suppressed gene	MI:0582	FALSE	NO
    fluorescence technology 	MI:0051	FALSE	suppressor gene	MI:0581	FALSE	NO
    fluorescence technology 	MI:0051	FALSE	unspecified role	MI:0499	FALSE	YES
     bimolecular fluorescence complementation 	MI:0809	FALSE	experimental role	MI:0495	FALSE	NO
     bimolecular fluorescence complementation 	MI:0809	FALSE	ancillary	MI:0684	FALSE	NO
     bimolecular fluorescence complementation 	MI:0809	FALSE	bait	MI:0496	FALSE	NO
     bimolecular fluorescence complementation 	MI:0809	FALSE	fluorescence acceptor	MI:0584	FALSE	YES
     bimolecular fluorescence complementation 	MI:0809	FALSE	fluorescence donor	MI:0583	FALSE	YES
     bimolecular fluorescence complementation 	MI:0809	FALSE	neutral component	MI:0497	FALSE	NO
     bimolecular fluorescence complementation 	MI:0809	FALSE	prey	MI:0498	FALSE	NO
     bimolecular fluorescence complementation 	MI:0809	FALSE	putative self	MI:0898	FALSE	NO
     bimolecular fluorescence complementation 	MI:0809	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	YES
     bimolecular fluorescence complementation 	MI:0809	FALSE	self	MI:0503	FALSE	NO
     bimolecular fluorescence complementation 	MI:0809	FALSE	suppressed gene	MI:0582	FALSE	NO
     bimolecular fluorescence complementation 	MI:0809	FALSE	suppressor gene	MI:0581	FALSE	NO
     bimolecular fluorescence complementation 	MI:0809	FALSE	unspecified role	MI:0499	FALSE	MAYBE
     bioluminescence resonance energy transfer 	MI:0012	FALSE	experimental role	MI:0495	FALSE	NO
     bioluminescence resonance energy transfer 	MI:0012	FALSE	ancillary	MI:0684	FALSE	NO
     bioluminescence resonance energy transfer 	MI:0012	FALSE	bait	MI:0496	FALSE	NO
     bioluminescence resonance energy transfer 	MI:0012	FALSE	fluorescence acceptor	MI:0584	FALSE	YES
     bioluminescence resonance energy transfer 	MI:0012	FALSE	fluorescence donor	MI:0583	FALSE	YES
     bioluminescence resonance energy transfer 	MI:0012	FALSE	neutral component	MI:0497	FALSE	NO
     bioluminescence resonance energy transfer 	MI:0012	FALSE	prey	MI:0498	FALSE	NO
     bioluminescence resonance energy transfer 	MI:0012	FALSE	putative self	MI:0898	FALSE	NO
     bioluminescence resonance energy transfer 	MI:0012	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	YES
     bioluminescence resonance energy transfer 	MI:0012	FALSE	self	MI:0503	FALSE	NO
     bioluminescence resonance energy transfer 	MI:0012	FALSE	suppressed gene	MI:0582	FALSE	NO
     bioluminescence resonance energy transfer 	MI:0012	FALSE	suppressor gene	MI:0581	FALSE	NO
     bioluminescence resonance energy transfer 	MI:0012	FALSE	unspecified role	MI:0499	FALSE	MAYBE
     classical fluorescence spectroscopy 	MI:0017	FALSE	experimental role	MI:0495	FALSE	NO
     classical fluorescence spectroscopy 	MI:0017	FALSE	ancillary	MI:0684	FALSE	NO
     classical fluorescence spectroscopy 	MI:0017	FALSE	bait	MI:0496	FALSE	NO
     classical fluorescence spectroscopy 	MI:0017	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
     classical fluorescence spectroscopy 	MI:0017	FALSE	fluorescence donor	MI:0583	FALSE	NO
     classical fluorescence spectroscopy 	MI:0017	FALSE	neutral component	MI:0497	FALSE	YES
     classical fluorescence spectroscopy 	MI:0017	FALSE	prey	MI:0498	FALSE	NO
     classical fluorescence spectroscopy 	MI:0017	FALSE	putative self	MI:0898	FALSE	NO
     classical fluorescence spectroscopy 	MI:0017	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
     classical fluorescence spectroscopy 	MI:0017	FALSE	self	MI:0503	FALSE	NO
     classical fluorescence spectroscopy 	MI:0017	FALSE	suppressed gene	MI:0582	FALSE	NO
     classical fluorescence spectroscopy 	MI:0017	FALSE	suppressor gene	MI:0581	FALSE	NO
     classical fluorescence spectroscopy 	MI:0017	FALSE	unspecified role	MI:0499	FALSE	MAYBE
     fluorescence correlation spectroscopy 	MI:0052	FALSE	experimental role	MI:0495	FALSE	NO
     fluorescence correlation spectroscopy 	MI:0052	FALSE	ancillary	MI:0684	FALSE	NO
     fluorescence correlation spectroscopy 	MI:0052	FALSE	bait	MI:0496	FALSE	NO
     fluorescence correlation spectroscopy 	MI:0052	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
     fluorescence correlation spectroscopy 	MI:0052	FALSE	fluorescence donor	MI:0583	FALSE	NO
     fluorescence correlation spectroscopy 	MI:0052	FALSE	neutral component	MI:0497	FALSE	YES
     fluorescence correlation spectroscopy 	MI:0052	FALSE	prey	MI:0498	FALSE	NO
     fluorescence correlation spectroscopy 	MI:0052	FALSE	putative self	MI:0898	FALSE	NO
     fluorescence correlation spectroscopy 	MI:0052	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
     fluorescence correlation spectroscopy 	MI:0052	FALSE	self	MI:0503	FALSE	NO
     fluorescence correlation spectroscopy 	MI:0052	FALSE	suppressed gene	MI:0582	FALSE	NO
     fluorescence correlation spectroscopy 	MI:0052	FALSE	suppressor gene	MI:0581	FALSE	NO
     fluorescence correlation spectroscopy 	MI:0052	FALSE	unspecified role	MI:0499	FALSE	MAYBE
     fluorescence polarization spectroscopy 	MI:0053	FALSE	experimental role	MI:0495	FALSE	NO
     fluorescence polarization spectroscopy 	MI:0053	FALSE	ancillary	MI:0684	FALSE	NO
     fluorescence polarization spectroscopy 	MI:0053	FALSE	bait	MI:0496	FALSE	NO
     fluorescence polarization spectroscopy 	MI:0053	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
     fluorescence polarization spectroscopy 	MI:0053	FALSE	fluorescence donor	MI:0583	FALSE	NO
     fluorescence polarization spectroscopy 	MI:0053	FALSE	neutral component	MI:0497	FALSE	YES
     fluorescence polarization spectroscopy 	MI:0053	FALSE	prey	MI:0498	FALSE	NO
     fluorescence polarization spectroscopy 	MI:0053	FALSE	putative self	MI:0898	FALSE	NO
     fluorescence polarization spectroscopy 	MI:0053	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
     fluorescence polarization spectroscopy 	MI:0053	FALSE	self	MI:0503	FALSE	NO
     fluorescence polarization spectroscopy 	MI:0053	FALSE	suppressed gene	MI:0582	FALSE	NO
     fluorescence polarization spectroscopy 	MI:0053	FALSE	suppressor gene	MI:0581	FALSE	NO
     fluorescence polarization spectroscopy 	MI:0053	FALSE	unspecified role	MI:0499	FALSE	MAYBE
     fluorescence-activated cell sorting 	MI:0054	FALSE	experimental role	MI:0495	FALSE	NO
     fluorescence-activated cell sorting 	MI:0054	FALSE	ancillary	MI:0684	FALSE	NO
     fluorescence-activated cell sorting 	MI:0054	FALSE	bait	MI:0496	FALSE	YES	?
     fluorescence-activated cell sorting 	MI:0054	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
     fluorescence-activated cell sorting 	MI:0054	FALSE	fluorescence donor	MI:0583	FALSE	NO
     fluorescence-activated cell sorting 	MI:0054	FALSE	neutral component	MI:0497	FALSE	YES	?
     fluorescence-activated cell sorting 	MI:0054	FALSE	prey	MI:0498	FALSE	YES	?
     fluorescence-activated cell sorting 	MI:0054	FALSE	putative self	MI:0898	FALSE	NO
     fluorescence-activated cell sorting 	MI:0054	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
     fluorescence-activated cell sorting 	MI:0054	FALSE	self	MI:0503	FALSE	NO
     fluorescence-activated cell sorting 	MI:0054	FALSE	suppressed gene	MI:0582	FALSE	NO
     fluorescence-activated cell sorting 	MI:0054	FALSE	suppressor gene	MI:0581	FALSE	NO
     fluorescence-activated cell sorting 	MI:0054	FALSE	unspecified role	MI:0499	FALSE	MAYBE
     fluorescent resonance energy transfer 	MI:0055	FALSE	experimental role	MI:0495	FALSE	NO
     fluorescent resonance energy transfer 	MI:0055	FALSE	ancillary	MI:0684	FALSE	NO
     fluorescent resonance energy transfer 	MI:0055	FALSE	bait	MI:0496	FALSE	NO
     fluorescent resonance energy transfer 	MI:0055	FALSE	fluorescence acceptor	MI:0584	FALSE	YES
     fluorescent resonance energy transfer 	MI:0055	FALSE	fluorescence donor	MI:0583	FALSE	YES
     fluorescent resonance energy transfer 	MI:0055	FALSE	neutral component	MI:0497	FALSE	NO
     fluorescent resonance energy transfer 	MI:0055	FALSE	prey	MI:0498	FALSE	NO
     fluorescent resonance energy transfer 	MI:0055	FALSE	putative self	MI:0898	FALSE	NO
     fluorescent resonance energy transfer 	MI:0055	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	YES
     fluorescent resonance energy transfer 	MI:0055	FALSE	self	MI:0503	FALSE	NO
     fluorescent resonance energy transfer 	MI:0055	FALSE	suppressed gene	MI:0582	FALSE	NO
     fluorescent resonance energy transfer 	MI:0055	FALSE	suppressor gene	MI:0581	FALSE	NO
     fluorescent resonance energy transfer 	MI:0055	FALSE	unspecified role	MI:0499	FALSE	MAYBE
     homogeneous time resolved fluorescence 	MI:0510	FALSE	experimental role	MI:0495	FALSE	NO
     homogeneous time resolved fluorescence 	MI:0510	FALSE	ancillary	MI:0684	FALSE	NO
     homogeneous time resolved fluorescence 	MI:0510	FALSE	bait	MI:0496	FALSE	NO
     homogeneous time resolved fluorescence 	MI:0510	FALSE	fluorescence acceptor	MI:0584	FALSE	YES
     homogeneous time resolved fluorescence 	MI:0510	FALSE	fluorescence donor	MI:0583	FALSE	YES
     homogeneous time resolved fluorescence 	MI:0510	FALSE	neutral component	MI:0497	FALSE	YES
     homogeneous time resolved fluorescence 	MI:0510	FALSE	prey	MI:0498	FALSE	NO
     homogeneous time resolved fluorescence 	MI:0510	FALSE	putative self	MI:0898	FALSE	NO
     homogeneous time resolved fluorescence 	MI:0510	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	YES
     homogeneous time resolved fluorescence 	MI:0510	FALSE	self	MI:0503	FALSE	NO
     homogeneous time resolved fluorescence 	MI:0510	FALSE	suppressed gene	MI:0582	FALSE	NO
     homogeneous time resolved fluorescence 	MI:0510	FALSE	suppressor gene	MI:0581	FALSE	NO
     homogeneous time resolved fluorescence 	MI:0510	FALSE	unspecified role	MI:0499	FALSE	MAYBE
    intermolecular force 	MI:0859	FALSE	experimental role	MI:0495	FALSE	NO
    intermolecular force 	MI:0859	FALSE	ancillary	MI:0684	FALSE	NO
    intermolecular force 	MI:0859	FALSE	bait	MI:0496	FALSE	NO
    intermolecular force 	MI:0859	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
    intermolecular force 	MI:0859	FALSE	fluorescence donor	MI:0583	FALSE	NO
    intermolecular force 	MI:0859	FALSE	neutral component	MI:0497	FALSE	YES
    intermolecular force 	MI:0859	FALSE	prey	MI:0498	FALSE	NO
    intermolecular force 	MI:0859	FALSE	putative self	MI:0898	FALSE	NO
    intermolecular force 	MI:0859	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
    intermolecular force 	MI:0859	FALSE	self	MI:0503	FALSE	NO
    intermolecular force 	MI:0859	FALSE	suppressed gene	MI:0582	FALSE	NO
    intermolecular force 	MI:0859	FALSE	suppressor gene	MI:0581	FALSE	NO
    intermolecular force 	MI:0859	FALSE	unspecified role	MI:0499	FALSE	MAYBE
    isothermal titration calorimetry 	MI:0065	FALSE	experimental role	MI:0495	FALSE	NO
    isothermal titration calorimetry 	MI:0065	FALSE	ancillary	MI:0684	FALSE	NO
    isothermal titration calorimetry 	MI:0065	FALSE	bait	MI:0496	FALSE	NO
    isothermal titration calorimetry 	MI:0065	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
    isothermal titration calorimetry 	MI:0065	FALSE	fluorescence donor	MI:0583	FALSE	NO
    isothermal titration calorimetry 	MI:0065	FALSE	neutral component	MI:0497	FALSE	YES
    isothermal titration calorimetry 	MI:0065	FALSE	prey	MI:0498	FALSE	NO
    isothermal titration calorimetry 	MI:0065	FALSE	putative self	MI:0898	FALSE	NO
    isothermal titration calorimetry 	MI:0065	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
    isothermal titration calorimetry 	MI:0065	FALSE	self	MI:0503	FALSE	NO
    isothermal titration calorimetry 	MI:0065	FALSE	suppressed gene	MI:0582	FALSE	NO
    isothermal titration calorimetry 	MI:0065	FALSE	suppressor gene	MI:0581	FALSE	NO
    isothermal titration calorimetry 	MI:0065	FALSE	unspecified role	MI:0499	FALSE	MAYBE
    light scattering 	MI:0067	FALSE	experimental role	MI:0495	FALSE	NO
    light scattering 	MI:0067	FALSE	ancillary	MI:0684	FALSE	NO
    light scattering 	MI:0067	FALSE	bait	MI:0496	FALSE	NO
    light scattering 	MI:0067	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
    light scattering 	MI:0067	FALSE	fluorescence donor	MI:0583	FALSE	NO
    light scattering 	MI:0067	FALSE	neutral component	MI:0497	FALSE	YES
    light scattering 	MI:0067	FALSE	prey	MI:0498	FALSE	NO
    light scattering 	MI:0067	FALSE	putative self	MI:0898	FALSE	NO
    light scattering 	MI:0067	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
    light scattering 	MI:0067	FALSE	self	MI:0503	FALSE	NO
    light scattering 	MI:0067	FALSE	suppressed gene	MI:0582	FALSE	NO
    light scattering 	MI:0067	FALSE	suppressor gene	MI:0581	FALSE	NO
    light scattering 	MI:0067	FALSE	unspecified role	MI:0499	FALSE	MAYBE
     dynamic light scattering 	MI:0038	FALSE	experimental role	MI:0495	FALSE	NO
     dynamic light scattering 	MI:0038	FALSE	ancillary	MI:0684	FALSE	NO
     dynamic light scattering 	MI:0038	FALSE	bait	MI:0496	FALSE	NO
     dynamic light scattering 	MI:0038	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
     dynamic light scattering 	MI:0038	FALSE	fluorescence donor	MI:0583	FALSE	NO
     dynamic light scattering 	MI:0038	FALSE	neutral component	MI:0497	FALSE	YES
     dynamic light scattering 	MI:0038	FALSE	prey	MI:0498	FALSE	NO
     dynamic light scattering 	MI:0038	FALSE	putative self	MI:0898	FALSE	NO
     dynamic light scattering 	MI:0038	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
     dynamic light scattering 	MI:0038	FALSE	self	MI:0503	FALSE	NO
     dynamic light scattering 	MI:0038	FALSE	suppressed gene	MI:0582	FALSE	NO
     dynamic light scattering 	MI:0038	FALSE	suppressor gene	MI:0581	FALSE	NO
     dynamic light scattering 	MI:0038	FALSE	unspecified role	MI:0499	FALSE	MAYBE
     static light scattering 	MI:0104	FALSE	experimental role	MI:0495	FALSE	NO
     static light scattering 	MI:0104	FALSE	ancillary	MI:0684	FALSE	NO
     static light scattering 	MI:0104	FALSE	bait	MI:0496	FALSE	NO
     static light scattering 	MI:0104	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
     static light scattering 	MI:0104	FALSE	fluorescence donor	MI:0583	FALSE	NO
     static light scattering 	MI:0104	FALSE	neutral component	MI:0497	FALSE	YES
     static light scattering 	MI:0104	FALSE	prey	MI:0498	FALSE	NO
     static light scattering 	MI:0104	FALSE	putative self	MI:0898	FALSE	NO
     static light scattering 	MI:0104	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
     static light scattering 	MI:0104	FALSE	self	MI:0503	FALSE	NO
     static light scattering 	MI:0104	FALSE	suppressed gene	MI:0582	FALSE	NO
     static light scattering 	MI:0104	FALSE	suppressor gene	MI:0581	FALSE	NO
     static light scattering 	MI:0104	FALSE	unspecified role	MI:0499	FALSE	MAYBE
     x ray scattering 	MI:0826	FALSE	experimental role	MI:0495	FALSE	NO
     x ray scattering 	MI:0826	FALSE	ancillary	MI:0684	FALSE	NO
     x ray scattering 	MI:0826	FALSE	bait	MI:0496	FALSE	NO
     x ray scattering 	MI:0826	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
     x ray scattering 	MI:0826	FALSE	fluorescence donor	MI:0583	FALSE	NO
     x ray scattering 	MI:0826	FALSE	neutral component	MI:0497	FALSE	YES
     x ray scattering 	MI:0826	FALSE	prey	MI:0498	FALSE	NO
     x ray scattering 	MI:0826	FALSE	putative self	MI:0898	FALSE	NO
     x ray scattering 	MI:0826	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
     x ray scattering 	MI:0826	FALSE	self	MI:0503	FALSE	NO
     x ray scattering 	MI:0826	FALSE	suppressed gene	MI:0582	FALSE	NO
     x ray scattering 	MI:0826	FALSE	suppressor gene	MI:0581	FALSE	NO
     x ray scattering 	MI:0826	FALSE	unspecified role	MI:0499	FALSE	MAYBE
    mass spectrometry studies of complexes 	MI:0069	FALSE	experimental role	MI:0495	FALSE	NO
    mass spectrometry studies of complexes 	MI:0069	FALSE	ancillary	MI:0684	FALSE	NO
    mass spectrometry studies of complexes 	MI:0069	FALSE	bait	MI:0496	FALSE	NO
    mass spectrometry studies of complexes 	MI:0069	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
    mass spectrometry studies of complexes 	MI:0069	FALSE	fluorescence donor	MI:0583	FALSE	NO
    mass spectrometry studies of complexes 	MI:0069	FALSE	neutral component	MI:0497	FALSE	YES
    mass spectrometry studies of complexes 	MI:0069	FALSE	prey	MI:0498	FALSE	NO
    mass spectrometry studies of complexes 	MI:0069	FALSE	putative self	MI:0898	FALSE	NO
    mass spectrometry studies of complexes 	MI:0069	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
    mass spectrometry studies of complexes 	MI:0069	FALSE	self	MI:0503	FALSE	NO
    mass spectrometry studies of complexes 	MI:0069	FALSE	suppressed gene	MI:0582	FALSE	NO
    mass spectrometry studies of complexes 	MI:0069	FALSE	suppressor gene	MI:0581	FALSE	NO
    mass spectrometry studies of complexes 	MI:0069	FALSE	unspecified role	MI:0499	FALSE	MAYBE
    neutron diffraction 	MI:0893	FALSE	experimental role	MI:0495	FALSE	NO
    neutron diffraction 	MI:0893	FALSE	ancillary	MI:0684	FALSE	NO
    neutron diffraction 	MI:0893	FALSE	bait	MI:0496	FALSE	NO
    neutron diffraction 	MI:0893	FALSE	fluorescence acceptor	MI:0584	FALSE	NO
    neutron diffraction 	MI:0893	FALSE	fluorescence donor	MI:0583	FALSE	NO
    neutron diffraction 	MI:0893	FALSE	neutral component	MI:0497	FALSE	YES
    neutron diffraction 	MI:0893	FALSE	prey	MI:0498	FALSE	NO
    neutron diffraction 	MI:0893	FALSE	putative self	MI:0898	FALSE	NO
    neutron diffraction 	MI:0893	FALSE	fluorescence acceptor donor pair	MI:0865	FALSE	NO
